provider_id,hos_name,city_id,total_discharge,covered_charge,total_payment,medicare_payment
100151,MAYO CLINIC,125,3657,110182841,43983733,37580740
100154,"SOUTH MIAMI HOSPITAL, INC",149,1534,99822597,17813097,13839626
100156,LAKE CITY MEDICAL CENTER,1352,1803,56245236,12859146,10745673
100157,LAKELAND REGIONAL MEDICAL CENTER,150,8207,319924943,63337475,54961425
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,151,2316,94046380,17586217,14789109
100166,DOCTORS HOSPITAL OF SARASOTA,140,2577,137499433,21265634,17627460
100167,PLANTATION GENERAL HOSPITAL,809,3420,204794764,34900553,31634123
100168,BOCA RATON REGIONAL HOSPITAL,152,5909,221734835,48242037,42943961
100173,FLORIDA HOSPITAL TAMPA,136,4357,197206247,36937972,30312462
100175,DESOTO MEMORIAL HOSPITAL,1353,526,10162012,3505204,2922592
100176,PALM BEACH GARDENS MEDICAL CENTER,153,3411,174598762,27008937,22851603
100177,CAPE CANAVERAL HOSPITAL,1081,1412,44279716,9656791,7943364
100179,MEMORIAL HOSPITAL JACKSONVILLE,125,5069,349266326,41596246,34894750
100180,ST PETERSBURG GENERAL HOSPITAL,132,1336,105625046,11631434,9953060.999
100181,LARKIN COMMUNITY HOSPITAL,149,1690,54945907,15510334,14368600
100183,CORAL GABLES HOSPITAL,1354,1322,83948103,11032550,9867968
100187,PALMETTO GENERAL HOSPITAL,803,3356,172079973,32479828,29523461
100189,NORTHWEST MEDICAL CENTER,17,2242,129120080,17119168,14590856
100191,MEDICAL CENTER OF TRINITY,154,3003,185567621,21513707,18132526
100200,BROWARD HEALTH IMPERIAL POINT,135,726,20577425,5221033,4540771
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,145,8680,566785168,73101502,61481847
100206,MEMORIAL HOSPITAL OF TAMPA,136,1103,34682726,6096233,4993856
100209,KENDALL REGIONAL MEDICAL CENTER,114,2518,156859870,26508245,23905276
100211,PASCO REGIONAL MEDICAL CENTER,1355,684,26450153,4246397,3570618
100212,OCALA REGIONAL MEDICAL CENTER,131,5774,313181495,46067153,38541096
100213,BLAKE MEDICAL CENTER,124,4541,214814357,33461196,27832061
100217,SEBASTIAN RIVER MEDICAL CENTER,1356,1601,80990663,9999368,8323394
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,115,7187,272184114,58539812,50509755
100223,FORT WALTON BEACH MEDICAL CENTER,155,3201,237990772,26095223,21275985
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,810,1939,101856911,12548939,10526111
100226,ORANGE PARK MEDICAL CENTER,156,4868,342470984,37163779,30547477
100228,WESTSIDE REGIONAL MEDICAL CENTER,809,2140,127330559,16922917,13894505
100230,MEMORIAL HOSPITAL PEMBROKE,815,714,33724909,5652813,4903323
100231,WEST FLORIDA HOSPITAL,120,4122,223143719,31804044,26099197
100232,PUTNAM COMMUNITY MEDICAL CENTER,157,1954,53536434,13650051,11435123
100234,WEST PALM HOSPITAL,811,614,30638349,4959863,4346819
100236,FAWCETT MEMORIAL HOSPITAL,137,4718,316320495,36397489,30879012
100238,NORTHSIDE HOSPITAL,132,2342,151836745,18279648,15358147
100239,EDWARD WHITE HOSPITAL,132,533,34236661,4241263,3574596
100242,GULF COAST MEDICAL CENTER,121,2713,191583168,24869566,21047679
100243,BRANDON REGIONAL HOSPITAL,158,3959,234092632,33627868,27810042
100244,CAPE CORAL HOSPITAL,159,4279,138975302,31997092,27155354
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,160,3633,250795495,32191593,27208479
100248,LARGO MEDICAL CENTER,161,4712,266988973,38026450,31902634
100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,1083,2358,104708773,17488789,15194798
100252,RAULERSON HOSPITAL,1357,1471,62219143,11025906,9430178
100253,JUPITER MEDICAL CENTER,162,2906,117105457,24625270,19424969
100254,CAPITAL REGIONAL MEDICAL CENTER,148,2711,121054719,21177734,17757740
100255,TOWN & COUNTRY HOSPITAL,136,639,21328800,3854055,3180876
100256,REGIONAL MEDICAL CENTER BAYONET POINT,163,4085,217875589,26866111,22194592
100258,DELRAY MEDICAL CENTER,812,5839,325089149,44019851,38289764
100259,SOUTH BAY HOSPITAL,813,2654,134433029,16337542,13707145
100260,ST LUCIE MEDICAL CENTER,164,3985,242581088,32316750,26477372
100264,OAK HILL HOSPITAL,134,4646,315937721,33754092,28425083
100265,MEASE COUNTRYSIDE HOSPITAL,165,4279,145771217,32126566,27037113
100266,GULF BREEZE HOSPITAL,1358,1253,43835976,8735900,6955057
100267,ENGLEWOOD COMMUNITY HOSPITAL,1824,1004,45978891,5804170,4850230
100268,WEST BOCA MEDICAL CENTER,152,1218,39722890,8109162,6961610
100269,PALMS WEST HOSPITAL,1084,1344,70326573,11390827,9551188.001
100275,WELLINGTON REGIONAL MEDICAL CENTER,1085,1317,49777001,10028641,8756561
100276,BROWARD HEALTH CORAL SPRINGS,814,1052,35711109,8470190,7465459
100277,DOUGLAS GARDENS HOSPITAL,114,29,139161,127526,105682
100281,MEMORIAL HOSPITAL WEST,815,2668,149405955,23135744,20114491
100284,WESTCHESTER GENERAL HOSPITAL,114,1734,34019265,15477451,14245632
100285,MEMORIAL HOSPITAL MIRAMAR,1662,647,29975282,5131667,4466852
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,117,3080,196012096,27279383,23374400
100287,GOOD SAMARITAN MEDICAL CENTER,331,2093,85604428,15752521,13491205
100288,ST MARY'S MEDICAL CENTER,734,710,39448687,7299138,6450637
100289,CLEVELAND CLINIC HOSPITAL,816,1917,62694357,15741742,13457339
100290,"VILLAGES REGIONAL HOSPITAL, THE",166,6186,182622932,42893792,37096023
100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,118,843,44293572,7087870,6281528
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,167,1037,42795239,8751958,7336730
100296,DOCTORS HOSPITAL INC,1354,1261,79206309,11355278,9010329
100299,LAKEWOOD RANCH MEDICAL CENTER,124,950,32720562,5785619,4756606
100302,ST CLOUD REGIONAL MEDICAL CENTER,817,964,35793019,6000951,4877650
100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,125,2767,110295969,23085030,19566405
100313,SACRED HEART HOSPITAL ON THE GULF,2156,85,902354,368361,297098
100314,WEST KENDALL BAPTIST HOSPITAL,114,613,31213751,4888218,4133446
100315,VIERA HOSPITAL,118,761,24140504,10816733,4201354
100316,PALM BAY HOSPITAL,818,1295,44309762,8899425,7396131
110001,HAMILTON MEDICAL CENTER,1086,2341,69574852,21520107,17875089
110002,UPSON REGIONAL MEDICAL CENTER,1359,662,14047932,5207337,4523103
110003,"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",1360,2138,46649594,14852212,12778979
110004,HUTCHESON MEDICAL CENTER,1960,402,7983932.001,3006743,2652418
110005,NORTHSIDE HOSPITAL FORSYTH,819,2200,108587146,19463602,15619994
110006,ST MARY'S HOSPITAL,749,1882,62786233,17695402,14725800
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,168,4124,126497613,41192759,35436687
110008,NORTHSIDE HOSPITAL CHEROKEE,1361,964,45929083,10523056,7541172
110010,EMORY UNIVERSITY HOSPITAL,169,4249,143304091,56535464,47116193
110011,TANNER MEDICAL CENTER - CARROLLTON,170,1843,63440002,19287875,16396746
110015,TANNER MEDICAL CENTER VILLA RICA,1961,240,5663665,2245161,1920424
110016,WEST GEORGIA MEDICAL CENTER,1087,1693,36892954,13400248,11445537
110018,NEWTON MEDICAL CENTER,820,1567,26626125,11518021,9994430
110023,GORDON HOSPITAL,1088,1285,41485620,11003682,8810605
110024,CANDLER HOSPITAL,177,2144,69799205,18050742,15687070
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,171,3137,78943432,30825647,26395322
110026,ELBERT MEMORIAL HOSPITAL,1825,237,2965905,1590071,1399621
110027,"TY COBB REGIONAL MEDICAL CENTER, LLC",1826,155,2161928,1114332,986254
110028,UNIVERSITY HOSPITAL,172,6039,187278896,59078623,51315840
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",173,6668,268431163,69425097,57461120
110030,CARTERSVILLE MEDICAL CENTER,174,1717,91072379,15098037,12050338
110031,SPALDING REGIONAL MEDICAL CENTER,175,2480,96195373,18853838,15885019
110032,STEPHENS COUNTY HOSPITAL,1362,626,12279677,3842610,3226608
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,172,2514,93133695,37496136,32350743
110035,WELLSTAR KENNESTONE HOSPITAL,176,7924,302023283,75123964,57813021
110036,"MEMORIAL HEALTH UNIV MED CEN, INC",177,4630,164424021,50186407,44629226
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,178,2708,78088894,25439750,21739668
110039,TRINITY HOSPITAL OF AUGUSTA,172,523,14771682,3663546,3059372
110040,NORTHRIDGE MEDICAL CENTER,1827,308,4724063,2434713,2188845
110041,HABERSHAM COUNTY MEDICAL CTR,1363,456,5892658.001,3452871,3028682
110042,WELLSTAR PAULDING HOSPITAL,1962,399,9363077,2662786,2156135
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,177,3188,127113744,28691093,24688556
110044,PHOEBE SUMTER MEDICAL CENTER,1364,429,7020932,3361952,2965073
110045,BARROW REGIONAL MEDICAL CENTER,1963,355,8381455,2382121,2013738
110046,CLEARVIEW  REGIONAL MEDICAL CENTER,1365,844,20238502,5819660,5105589
110050,MURRAY MEDICAL CENTER,1828,107,2063816,876739,764591
110051,UNION GENERAL HOSPITAL,1366,408,5534890,2835568,2466870
110054,FLOYD MEDICAL CENTER,179,3015,105067385,31947018,26676472
110059,HART COUNTY HOSPITAL,2285,38,456956,179130,143606
110064,"MEDICAL CENTER, THE",185,1543,46469504,17225582,15284138
110069,HOUSTON MEDICAL CENTER,821,3720,91462533,28356252,24192799
110071,APPLING HOSPITAL,1829,226,3712451,1514947,1328093
110073,DORMINY MEDICAL CENTER,1730,347,4236020,1839088,1545527
110074,ATHENS REGIONAL MEDICAL CENTER,180,5037,157410937,45595356,39106171
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,822,2062,61004043,16931010,14117741
110076,DEKALB MEDICAL CENTER,181,3553,85945322,33756963,30018394
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,169,3611,113023915,42073669,36726035
110079,GRADY MEMORIAL HOSPITAL,169,2570,86111195,29002463,26840108
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",169,4081,132485021,36116386,32040299
110083,PIEDMONT HOSPITAL,169,4606,198617181,47392849,38328495
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,1830,158,1955850,1342782,1220377
110087,GWINNETT MEDICAL CENTER,182,5066,138557931,47971787,42427388
110089,COFFEE REGIONAL MEDICAL CENTER,1367,1722,31363333,9499587,8022007
110091,ROCKDALE MEDICAL CENTER,1089,1714,43581093,13754918,12097473
110092,DODGE COUNTY HOSPITAL,1903,304,4350028,2052550,1776070
110095,TIFT REGIONAL MEDICAL CENTER,823,2374,77539928,20552412,18256909
110100,JEFFERSON HOSPITAL,2346,67,487175,398273,340336
110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,2035,66,611941,334358,273307
110104,CRISP REGIONAL HOSPITAL,1090,788,11474403,4843307,4225098
110105,COLQUITT REGIONAL MEDICAL CENTER,1091,894,16060479,7030089,6123692
110107,MEDICAL CENTER OF CENTRAL GEORGIA,183,6561,237138863,72525039,62557036
110109,EMANUEL MEDICAL CENTER,1831,307,4738177,1979019,1694827
110111,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,2373,45,967236.0002,483845.0001,437844.9999
110112,BERRIEN COUNTY HOSPITAL,2036,55,751865,264770,199861
110113,BURKE MEDICAL CENTER,2389,11,67244,60912,51688
110115,ATLANTA MEDICAL CENTER,169,974,65705962,12072333,10789929
110121,GRADY GENERAL HOSPITAL,2286,134,1931230,815749,685557
110122,SOUTH GEORGIA MEDICAL CENTER,824,3856,105546715,33343685,28825774
110124,WAYNE MEMORIAL HOSPITAL,1181,858,13988047,6099875,5302244
110125,FAIRVIEW PARK HOSPITAL,184,1673,63448102,13684665,11413771
110128,MEADOWS REGIONAL MEDICAL CENTER,1369,1032,29013853,6739260,5518526
110129,"ST FRANCIS HOSPITAL, INC",185,4534,100253672,33521960,28367026
110130,IRWIN COUNTY HOSPITAL,2204,12,105615,59663,32147
110132,MEMORIAL HOSPITAL AND MANOR,1370,236,3482194,1279304,1040093
110135,TAYLOR REGIONAL HOSPITAL,1845,166,2562062,1418786,1268816
110142,EVANS MEMORIAL HOSPITAL,2038,191,3303774,1339060,1155673
110143,WELLSTAR COBB HOSPITAL,186,4114,157792610,41444272,33746953
110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2039,176,3417107,1855195,1662773
110150,OCONEE REGIONAL MEDICAL CENTER,1832,697,15027799,5180238,4515178
110153,PERRY HOSPITAL,1833,388,7096068,2632124,2227897
110161,NORTHSIDE HOSPITAL,132,1157,61252297,13328399,10063579
110163,PHOEBE NORTH,168,599,16421118,4041695,3209044
110164,COLISEUM MEDICAL CENTER,183,3115,117315882,28154204,23775922
110165,SOUTHERN REGIONAL MEDICAL CENTER,187,2335,73741819,23537360,21083005
110168,REDMOND REGIONAL MEDICAL CENTER,179,4108,148610801,35057496,28259148
110177,DOCTORS HOSPITAL,172,1990,117461169,20698930,16904614
110183,EMORY-ADVENTIST HOSPITAL,1964,239,5102068,1601637,1377322
110184,WELLSTAR DOUGLAS HOSPITAL,1092,1729,57119650,13448232,10693250
110186,DOCTORS HOSPITAL,172,468,12678646,3268196,2701286
110187,CHESTATEE REGIONAL HOSPITAL,2040,274,5376670,2692902,2435267
110189,FANNIN REGIONAL HOSPITAL,2041,446,18596987,3426117,2983044
110190,FLINT RIVER HOSPITAL,2287,13,197812,97478,85990.00001
110191,PIEDMONT HENRY HOSPITAL,1093,2803,102751397,25878048,22837841
110192,EMORY EASTSIDE MEDICAL CENTER,825,2440,108744594,20741389,17328439
110194,DONALSONVILLE HOSPITAL INC,2205,308,3867982,1471590,1215257
110198,NORTH FULTON REGIONAL HOSPITAL,826,1646,97218944,12105194,9981470
110200,HUGHSTON HOSPITAL,185,424,24725089,6540376,4480472
110201,COLISEUM NORTHSIDE HOSPITAL,183,612,24703816,6265736,5223927
110203,WESLEY WOODS GERIATRIC HOSPITAL,169,53,689606.0001,255507,206279
110205,NORTH GEORGIA MEDICAL CENTER,2042,145,2252691,992089,869036
110209,TURNING POINT HOSPITAL,1091,105,395015,349787,287588
110215,PIEDMONT FAYETTE HOSPITAL,188,3114,102630349,26843910,22190075
110219,ATLANTA MEDICAL CENTER-SOUTH CAMPUS,1094,949,54644838,8219413,7305413
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1904,754,18655879,5486227,4605002
110226,DEKALB MEDICAL CENTER AT HILLANDALE,1371,864,14531556,5774642,4986330
110229,"PIEDMONT NEWNAN HOSPITAL, INC",1095,1510,47004644,12421758,10630279
110230,EMORY JOHNS CREEK HOSPITAL,1372,680,14952217,5025571,4027817
120001,THE QUEENS MEDICAL CENTER,827,3260,116280746,49672744,40827578
120002,MAUI MEMORIAL MEDICAL CENTER,1096,867,32338586,14186753,12987327
120004,WAHIAWA GENERAL HOSPITAL,1097,519,10008463,5845846,5232056
120005,HILO MEDICAL CENTER,1098,1033,22452723,12406930,11146104
120006,CASTLE MEDICAL CENTER,1099,1121,33543185,12868104,11101955
120007,KUAKINI MEDICAL CENTER,827,1325,43058177,15225903,12686511
120011,KAISER FOUNDATION HOSPITAL,827,336,8773852,5175907,2510975
120014,WILCOX MEMORIAL HOSPITAL,1100,334,11171900,4197667,3636887
120019,KONA COMMUNITY HOSPITAL,2157,161,3601580,2062652,1855158
120022,STRAUB CLINIC AND HOSPITAL,827,1340,52460869,16069185,12992667
120026,PALI MOMI MEDICAL CENTER,1101,1329,59412164,17402159,14606890
120027,HAWAII MEDICAL CENTER WEST,1834,27,744623,338959,314621
120028,NORTH HAWAII COMMUNITY HOSPITAL,2288,63,1849403,850899.9999,739611
130002,ST LUKES MAGIC VALLEY RMC,189,2077,48839394,18125246,15547808
130003,ST JOSEPH REGIONAL MEDICAL CENTER,1102,1016,29518110,12449592,11005871
130006,ST LUKES REGIONAL MEDICAL CENTER,190,4321,128959374,52966550,40460246
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,190,2698,83499348,31954792,25829383
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1835,698,15357135,5987138,5139268
130014,WEST VALLEY MEDICAL CENTER,1802,630,14493261,5017023,4195242
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,191,2032,76927050,19491245,16124454
130025,MADISON MEMORIAL HOSPITAL,2289,147,2979214,1274222,1040256
130028,PORTNEUF MEDICAL CENTER,192,1565,47517390,19905067,17819947
130049,KOOTENAI MEDICAL CENTER,1103,2572,64742472,25215540,22294828
130063,TREASURE VALLEY HOSPITAL,190,21,1361498,444120,421074.0001
130065,MOUNTAIN VIEW HOSPITAL,1809,251,9425965,3588543,2727234.999
130066,NORTHWEST SPECIALTY HOSPITAL,2361,126,5883101,1737499,1593638
140001,GRAHAM HOSPITAL ASSOCIATION,2043,656,11811214,4563066,3912431
140002,ALTON MEMORIAL HOSPITAL,1104,2199,59673952,16644179,14871525
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,193,7935,336818428,64337597,54649861
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,828,2161,115538188,17710910,13966576
140010,EVANSTON HOSPITAL,194,9876,362012486,102586292,80795421
140011,HERRIN HOSPITAL,1105,2265,46578424,15923825,13667646
140012,KATHERINE SHAW BETHEA HOSPITAL,1373,1084,33758173,7551800,6672940
140013,PROCTOR HOSPITAL,195,1858,50388304,14377947,11713481
140015,BLESSING HOSPITAL,196,4040,122364722,35465258,29022661
140018,MT SINAI HOSPITAL MEDICAL CENTER,203,1373,45133045,16050850,14635461
140019,SHELBY MEMORIAL HOSPITAL,2044,263,3141289,1560025,1366163
140026,ST MARYS HOSPITAL,206,716,15210612,5796443,5144079
140029,COPLEY MEMORIAL HOSPITAL,829,2330,124122848,25305073,18792820
140030,SHERMAN HOSPITAL,197,3791,156939698,35629338,26627990
140032,ST ANTHONYS MEMORIAL HOSPITAL,1106,2569,42738232,17748785,14868708
140034,ST MARYS HOSPITAL,206,2444,39613752,15868225,13633604
140040,GALESBURG COTTAGE HOSPITAL,1375,1067,52529958,7884966,6667264
140043,CGH MEDICAL CENTER,198,2007,65069135,15062125,13234431
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,199,2552,58105533,21211878,17956733
140048,ADVOCATE TRINITY HOSPITAL,203,2900,86574753,26902307,23137621
140049,WEST SUBURBAN MEDICAL CENTER,832,1689,63943477,18831584,17018223
140051,SKOKIE HOSPITAL,831,2684,98329192,27796784,23211212
140052,SAINT ANTHONY'S HEALTH CENTER,1104,974,31439625,7249129.001,6340993
140053,ST JOHNS HOSPITAL,200,5088,180199372,51802325,45491127
140054,MACNEAL  HOSPITAL,201,2929,98853568,30546960,27231546
140058,PASSAVANT AREA HOSPITAL,1107,1228,33013435,10078963,8422730
140059,JERSEY COMMUNITY HOSPITAL,1731,475,4115711,2725092,2332799
140062,PALOS COMMUNITY HOSPITAL,202,7231,258118672,59604036,50572656
140063,RUSH OAK PARK HOSPITAL,832,1316,40492917,10734657,9405405
140064,ST MARY MEDICAL CENTER,597,1146,32050016,9677324,8470204
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,833,3354,115353100,28584953,24270263
140067,SAINT FRANCIS MEDICAL CENTER,195,6931,325948418,71855089,61756420
140068,ROSELAND COMMUNITY HOSPITAL,203,706,17453858,5187119,4679540
140077,TOUCHETTE REGIONAL HOSPITAL INC,2290,259,2180435,1812836,1594481
140080,PRESENCE SAINT FRANCIS HOSPITAL,194,2509,118432142,30504437,27171247
140082,LOUIS A WEISS MEMORIAL HOSPITAL,203,1772,69140023,20622957,18854062
140083,LORETTO HOSPITAL,203,984,10133277,7747971,7027330
140084,VISTA MEDICAL CENTER EAST,834,3368,170814690,28746113,23855198
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,203,3403,237160717,60412133,51670200
140089,MC DONOUGH DISTRICT HOSPITAL,1376,567,10156320,4040014,3379193
140091,CARLE FOUNDATION HOSPITAL,204,3720,154722843,38954529,32557319
140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,835,2302,77394904,16077575,13777027
140095,SAINT ANTHONY HOSPITAL,203,679,21258125,6454391,5804740
140100,MIDWESTERN REGION MED CENTER,2386,29,813639.0001,252848,106285
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,1377,1497,42140327,10900971,8792190.001
140103,ST BERNARD HOSPITAL,203,1208,19930896,10417041,9565376
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1378,833,17484272,6122831,5345066
140113,PRESENCE COVENANT MEDICAL CENTER,204,2211,77623684,17921562,15149030
140114,SWEDISH COVENANT HOSPITAL,203,3573,197696196,42044955,33952694
140115,THOREK MEMORIAL HOSPITAL,203,1215,16151059,9461876,8651508
140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,205,3404,98196595,27795389,22427880
140117,PRESENCE RESURRECTION MEDICAL CENTER,203,4569,212629637,50275598,42711938
140118,METROSOUTH MEDICAL CENTER,836,2532,74107210,23123144,20130352
140119,RUSH UNIVERSITY MEDICAL CENTER,203,5425,254081556,84005031,72276554
140120,PEKIN MEMORIAL HOSPITAL,837,1049,29265209,6523054,5356561
140122,HINSDALE HOSPITAL,838,2770,109874312,26506634,20813858
140124,JOHN H STROGER JR HOSPITAL,203,1210,15121115,12970101,11987173
140125,GATEWAY REGIONAL MEDICAL CENTER,1379,1448,86416612,11418857,9230674
140127,BROMENN HEALTHCARE,839,2149,55778201,18054609,14442645
140130,LAKE FOREST HOSPITAL,1380,1761,49866516,11539272,9536782
140133,HOLY CROSS HOSPITAL,307,2526,67438133,22012671,19845365
140135,DECATUR MEMORIAL HOSPITAL,206,4050,96168554,30195737,24807352
140137,GREENVILLE REGIONAL HOSPITAL,2291,134,1624624,1301524,1173476
140143,ST MARGARETS HOSPITAL,1663,808,18140311,4882884,4081873
140145,ST JOSEPHS HOSPITAL,1965,266,3870638,2005354,1754093
140147,RICHLAND MEMORIAL HOSPITAL,1905,564,9677079.001,3141601,2529039
140148,MEMORIAL MEDICAL CENTER,200,7997,275162625,79603260,67738702
140150,UNIVERSITY OF ILLINOIS HOSPITAL,203,2040,80276840,33340669,30316639
140151,SACRED HEART HOSPITAL,120,797,10731075,5565777,5001804
140155,PRESENCE ST MARYS HOSPITAL,840,2287,101772246,19174151,16536525
140158,MERCY HOSPITAL AND MEDICAL CENTER,203,3544,83686326,42920107,39468007
140160,FHN MEMORIAL HOSPITAL,1381,1559,36749971,11070045,9493535
140161,SAINT JAMES HOSPITAL,2158,335,10631964,3862256,3488735
140162,ST JOSEPH MEDICAL CENTER,207,1867,70066851,15443194,13340960
140164,MEMORIAL HOSPITAL OF CARBONDALE,208,2928,85195491,27549228,24046133
140166,ST MARYS HOSPITAL,206,2562,62266282,20459607,17399712
140167,IROQUOIS MEMORIAL HOSPITAL,2045,283,3594584,2424519,2195651
140172,FRANCISCAN ST JAMES HEALTH,209,6684,198507903,61374148,53352329
140174,PRESENCE MERCY MEDICAL CENTER,829,1790,93005012,16654355,13706402
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,210,1860,47467128,14859484,12063941
140177,JACKSON PARK HOSPITAL,203,1821,44795887,15187531,13772508
140179,LITTLE COMPANY OF MARY HOSPITAL,841,3859,136748744,34023786,29322249
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,203,4579,150762824,46879349,41866295
140181,SOUTH SHORE HOSPITAL,203,1042,25654446,8001332,7219351
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,203,2305,82850181,27429720,21430473
140184,HEARTLAND REGIONAL MEDICAL CENTER,211,1292,73941367,10145216,8768250
140185,MEMORIAL HOSPITAL,212,5164,167713423,42075439,36226892
140186,RIVERSIDE MEDICAL CENTER,840,3931,113921428,37293921,32596738
140187,ST ELIZABETH HOSPITAL,212,2795,71779726,23052658,20416339
140189,SARAH BUSH LINCOLN HEALTH CENTER,213,2198,42923101,15766196,13001734
140191,INGALLS MEMORIAL HOSPITAL,842,4789,146965120,40406120,36030927
140197,METHODIST HOSPITAL OF CHICAGO,203,1543,16389679,11395039,10262496
140200,ELMHURST MEMORIAL HOSPITAL,214,4577,212998568,40026172,32571726
140202,ADVOCATE CONDELL MEDICAL CENTER,215,5296,226095211,43852435,35972194
140206,NORWEGIAN-AMERICAN HOSPITAL,203,1083,20303395,8772007,8030142
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,216,8734,326035445,107005172,88356658
140209,METHODIST MEDICAL CENTER OF ILLINOIS,195,3662,131271973,33418529,28681909
140210,HARRISBURG MEDICAL CENTER,1906,433,6056814.001,2380831,2019767
140211,DELNOR COMMUNITY HOSPITAL,217,2287,84197390,15706961,13721889
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,843,4896,125857076,39116872,30796012
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,197,2048,96836634,17726293,14420781
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,218,6916,249727004,83601395,68899638
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,203,2676,102056683,30600814,26572206
140228,SWEDISH AMERICAN HOSPITAL,219,4052,159081513,37085072,28798513
140231,EDWARD HOSPITAL,844,5429,207932860,48279341,38278898
140233,SAINT ANTHONY MEDICAL CENTER,219,3405,127457699,28468799,24389477
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,1664,987,23944321,7386624,6060863
140239,ROCKFORD MEMORIAL HOSPITAL,219,3108,107698914,32201048,25577833
140240,WESTLAKE COMMUNITY HOSPITAL,828,931,39927054,10889786,10048762
140242,CENTRAL DUPAGE HOSPITAL,220,5283,277367940,48963682,38267723
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,845,3215,99436931,29673386,23783218
140251,PRESENCE OUR LADY OF THE RESURRECTION MED CTR,203,2696,102904704,24706322,21040354
140252,NORTHWEST COMMUNITY HOSPITAL,221,6605,230471420,56269689,45799729
140258,ALEXIAN BROTHERS MEDICAL CENTER,222,5900,279433962,52443349,45107100
140275,GENESIS MEDICAL CENTER ILLINI CAMPUS,1108,1211,25094951,9828420,8340386
140276,LOYOLA UNIVERSITY MEDICAL CENTER,846,4387,144655752,57737122,50757958
140280,TRINITY ROCK ISLAND,223,4675,101950928,39542184,34454770
140281,NORTHWESTERN MEMORIAL HOSPITAL,203,7389,348679932,93423520,78998799
140286,KISHWAUKEE COMMUNITY HOSPITAL,1382,1786,60808967,13256724,11317702
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,224,5161,200471207,46424112,35614821
140289,ANDERSON HOSPITAL,1383,1542,36154955,11523893,9726257
140290,ST ALEXIUS MEDICAL CENTER,518,4453,205746680,40272686,34775454
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,848,2891,90247762,25612283,20464264
140292,ADVENTIST GLENOAKS,1109,1062,29487280,8989227,8027564
140294,CROSSROADS COMMUNITY HOSPITAL,199,438,14007173,3187011,2814146
140300,PROVIDENT HOSPITAL OF CHICAGO,203,108,1023153,614918,522918
140304,ADVENTIST BOLINGBROOK HOSPITAL,1110,1212,39173780,10414889,8943787
150001,JOHNSON MEMORIAL HOSPITAL,1384,574,13000863,4443180,3756299
